name,wikipedia_url
KiteGen,https://en.wikipedia.org/wiki/KiteGen
LOPES (exoskeleton),https://en.wikipedia.org/wiki/LOPES_(exoskeleton)
Lab-on-a-chip,https://en.wikipedia.org/wiki/Lab-on-a-chip
Laser TV,https://en.wikipedia.org/wiki/Laser_TV
Laser Weapon System,https://en.wikipedia.org/wiki/Laser_Weapon_System
Laser communication in space,https://en.wikipedia.org/wiki/Laser_communication_in_space
Laser video display,https://en.wikipedia.org/wiki/Laser_video_display
Laser weapon,https://en.wikipedia.org/wiki/Laser_weapon
Learning,https://en.wikipedia.org/wiki/Learning
Levicar,https://en.wikipedia.org/wiki/Levicar
Li-Fi,https://en.wikipedia.org/wiki/Li-Fi
Life extension,https://en.wikipedia.org/wiki/Life_extension
Light field,https://en.wikipedia.org/wiki/Light_field#Applications_of_light_fields
Lightweight Small Arms Technologies,https://en.wikipedia.org/wiki/Lightweight_Small_Arms_Technologies
Linimo,https://en.wikipedia.org/wiki/Linimo
List of existing technologies predicted in science fiction,https://en.wikipedia.org/wiki/List_of_existing_technologies_predicted_in_science_fiction
List of hypothetical technologies,https://en.wikipedia.org/wiki/List_of_hypothetical_technologies
List of inventions,https://en.wikipedia.org/wiki/List_of_inventions
List of inventors,https://en.wikipedia.org/wiki/List_of_inventors
List of software-defined radios,https://en.wikipedia.org/wiki/List_of_software-defined_radios
Lithium iron phosphate battery,https://en.wikipedia.org/wiki/Lithium_iron_phosphate_battery
Lithium–air battery,https://en.wikipedia.org/wiki/Lithium%E2%80%93air_battery
Lithium–sulfur battery,https://en.wikipedia.org/wiki/Lithium%E2%80%93sulfur_battery
MAHEM,https://en.wikipedia.org/wiki/MAHEM
MIT Technology Review,https://en.wikipedia.org/wiki/MIT_Technology_Review
MRNA vaccine,https://en.wikipedia.org/wiki/MRNA_vaccine
Machine vision,https://en.wikipedia.org/wiki/Machine_vision
Maglev Train,https://en.wikipedia.org/wiki/Maglev_Train
Maglev train,https://en.wikipedia.org/wiki/Maglev_train
Magnesium battery,https://en.wikipedia.org/wiki/Magnesium_battery
Magnetic confinement fusion,https://en.wikipedia.org/wiki/Magnetic_confinement_fusion
Magnetic levitation,https://en.wikipedia.org/wiki/Magnetic_levitation
Magnetic nanoparticles,https://en.wikipedia.org/wiki/Magnetic_nanoparticles
Magnetohydrodynamic drive,https://en.wikipedia.org/wiki/Magnetohydrodynamic_drive
Magnetoresistive RAM,https://en.wikipedia.org/wiki/Magnetoresistive_RAM
Magnetorheological damper,https://en.wikipedia.org/wiki/Magnetorheological_damper
Magnetorheological fluid,https://en.wikipedia.org/wiki/Magnetorheological_fluid
Magnonics,https://en.wikipedia.org/wiki/Magnonics
Mall of the World,https://en.wikipedia.org/wiki/Mall_of_the_World
Marksman,https://en.wikipedia.org/wiki/Marksman
Mass driver,https://en.wikipedia.org/wiki/Mass_driver
Medical tricorder,https://en.wikipedia.org/wiki/Medical_tricorder
Memory erasure,https://en.wikipedia.org/wiki/Memory_erasure
Memristor,https://en.wikipedia.org/wiki/Memristor
Metal foam,https://en.wikipedia.org/wiki/Metal_foam
Metal–insulator transition,https://en.wikipedia.org/wiki/Metal%E2%80%93insulator_transition
Metamaterial,https://en.wikipedia.org/wiki/Metamaterial
Metamaterial cloaking,https://en.wikipedia.org/wiki/Metamaterial_cloaking
Metaverse,https://en.wikipedia.org/wiki/Metaverse
Microfluidics,https://en.wikipedia.org/wiki/Microfluidics
Microscope,https://en.wikipedia.org/wiki/Microscope
Microsoft HoloLens,https://en.wikipedia.org/wiki/Microsoft_HoloLens
Millipede memory,https://en.wikipedia.org/wiki/Millipede_memory
Mobile device,https://en.wikipedia.org/wiki/Mobile_device
Mobile gaming,https://en.wikipedia.org/wiki/Mobile_gaming
Mobile phone,https://en.wikipedia.org/wiki/Mobile_phone
Model (people),https://en.wikipedia.org/wiki/Model_(people)
Molecular electronics,https://en.wikipedia.org/wiki/Molecular_electronics
Molecular nanotechnology,https://en.wikipedia.org/wiki/Molecular_nanotechnology
Moller M400 Skycar,https://en.wikipedia.org/wiki/Moller_M400_Skycar
Molten salt reactor,https://en.wikipedia.org/wiki/Molten_salt_reactor
Morgantown Personal Rapid Transit,https://en.wikipedia.org/wiki/Morgantown_Personal_Rapid_Transit
Movie theater,https://en.wikipedia.org/wiki/Movie_theater
Multi-agent systems,https://en.wikipedia.org/wiki/Multi-agent_systems
Multi-function structure,https://en.wikipedia.org/wiki/Multi-function_structure
Muon-catalyzed fusion,https://en.wikipedia.org/wiki/Muon-catalyzed_fusion
Nano-RAM,https://en.wikipedia.org/wiki/Nano-RAM
Nanoelectromechanical systems,https://en.wikipedia.org/wiki/Nanoelectromechanical_systems
Nanoethics,https://en.wikipedia.org/wiki/Nanoethics
Nanomaterials,https://en.wikipedia.org/wiki/Nanomaterials
Nanomedicine,https://en.wikipedia.org/wiki/Nanomedicine
Nanoradio,https://en.wikipedia.org/wiki/Nanoradio
Nanorobotics,https://en.wikipedia.org/wiki/Nanorobotics
Nanoscopic scale,https://en.wikipedia.org/wiki/Nanoscopic_scale
Nanosensors,https://en.wikipedia.org/wiki/Nanosensors
Nanotechnology,https://en.wikipedia.org/wiki/Nanotechnology
Nanowire battery,https://en.wikipedia.org/wiki/Nanowire_battery
Nantenna,https://en.wikipedia.org/wiki/Nantenna
National Ignition Facility,https://en.wikipedia.org/wiki/National_Ignition_Facility
Neural networks,https://en.wikipedia.org/wiki/Neural_networks
Neuralink,https://en.wikipedia.org/wiki/Neuralink
Neuroethics,https://en.wikipedia.org/wiki/Neuroethics
Neuroinformatics,https://en.wikipedia.org/wiki/Neuroinformatics
Neuromorphic engineering,https://en.wikipedia.org/wiki/Neuromorphic_engineering
Neuroprosthetics,https://en.wikipedia.org/wiki/Neuroprosthetics
New Harvest,https://en.wikipedia.org/wiki/New_Harvest
Nintendo 3DS,https://en.wikipedia.org/wiki/Nintendo_3DS
Non-rocket spacelaunch,https://en.wikipedia.org/wiki/Non-rocket_spacelaunch
NvSRAM,https://en.wikipedia.org/wiki/NvSRAM
Ocean thermal energy conversion,https://en.wikipedia.org/wiki/Ocean_thermal_energy_conversion
Oceanography,https://en.wikipedia.org/wiki/Oceanography
Off-the-grid,https://en.wikipedia.org/wiki/Off-the-grid
Oil consumption,https://en.wikipedia.org/wiki/Oil_consumption
Omni Processor,https://en.wikipedia.org/wiki/Omni_Processor
Oncolytic Virus,https://en.wikipedia.org/wiki/Oncolytic_Virus
Oncolytic virus,https://en.wikipedia.org/wiki/Oncolytic_virus
Open data,https://en.wikipedia.org/wiki/Open_data
Optical computing,https://en.wikipedia.org/wiki/Optical_computing
Optical disc,https://en.wikipedia.org/wiki/Optical_disc#Fourth-generation
Optical storage,https://en.wikipedia.org/wiki/Optical_storage
Optical transistor,https://en.wikipedia.org/wiki/Optical_transistor
Optimus (robot),https://en.wikipedia.org/wiki/Optimus_(robot)
Orbital propellant depot,https://en.wikipedia.org/wiki/Orbital_propellant_depot
Orbital ring,https://en.wikipedia.org/wiki/Orbital_ring
Organ printing,https://en.wikipedia.org/wiki/Organ_printing
Organ transplantation,https://en.wikipedia.org/wiki/Organ_transplantation
Organic solar cell,https://en.wikipedia.org/wiki/Organic_solar_cell
PIARC,https://en.wikipedia.org/wiki/PIARC
PMC (identifier),https://en.wikipedia.org/wiki/PMC_(identifier)
PMID (identifier),https://en.wikipedia.org/wiki/PMID_(identifier)
Paralysis,https://en.wikipedia.org/wiki/Paralysis
Particle swarm optimization,https://en.wikipedia.org/wiki/Particle_swarm_optimization
Passive house,https://en.wikipedia.org/wiki/Passive_house
Pattern recognition,https://en.wikipedia.org/wiki/Pattern_recognition
Patterned media,https://en.wikipedia.org/wiki/Patterned_media
Payment,https://en.wikipedia.org/wiki/Payment
Perpendicular Magnetic Recording,https://en.wikipedia.org/wiki/Perpendicular_Magnetic_Recording
Personal genomics,https://en.wikipedia.org/wiki/Personal_genomics
Personal rapid transit,https://en.wikipedia.org/wiki/Personal_rapid_transit
Personalized medicine,https://en.wikipedia.org/wiki/Personalized_medicine
Phage therapy,https://en.wikipedia.org/wiki/Phage_therapy
Phase-change memory,https://en.wikipedia.org/wiki/Phase-change_memory
Physical Internet,https://en.wikipedia.org/wiki/Physical_Internet
Pipeline transport,https://en.wikipedia.org/wiki/Pipeline_transport
Plantibody,https://en.wikipedia.org/wiki/Plantibody
Plasma arc waste disposal,https://en.wikipedia.org/wiki/Plasma_arc_waste_disposal
Plasma propulsion engine,https://en.wikipedia.org/wiki/Plasma_propulsion_engine
Plasma stealth,https://en.wikipedia.org/wiki/Plasma_stealth
Plasma window,https://en.wikipedia.org/wiki/Plasma_window
Police raid,https://en.wikipedia.org/wiki/Police_raid
Polylactic acid,https://en.wikipedia.org/wiki/Polylactic_acid
Post-traumatic stress disorder,https://en.wikipedia.org/wiki/Post-traumatic_stress_disorder
Potential applications of carbon nanotubes,https://en.wikipedia.org/wiki/Potential_applications_of_carbon_nanotubes
Powered exoskeleton,https://en.wikipedia.org/wiki/Powered_exoskeleton
Precision-guided firearm,https://en.wikipedia.org/wiki/Precision-guided_firearm
Programmable logic device,https://en.wikipedia.org/wiki/Programmable_logic_device
Programmable metallization cell,https://en.wikipedia.org/wiki/Programmable_metallization_cell
Progress in artificial intelligence,https://en.wikipedia.org/wiki/Progress_in_artificial_intelligence
Prompt Global Strike,https://en.wikipedia.org/wiki/Prompt_Global_Strike
Prosthesis,https://en.wikipedia.org/wiki/Prosthesis
Prosthetics in fiction,https://en.wikipedia.org/wiki/Prosthetics_in_fiction
Pulse detonation engine,https://en.wikipedia.org/wiki/Pulse_detonation_engine
Quantum computer,https://en.wikipedia.org/wiki/Quantum_computer
Quantum computing,https://en.wikipedia.org/wiki/Quantum_computing
Quantum cryptography,https://en.wikipedia.org/wiki/Quantum_cryptography
Quantum dot,https://en.wikipedia.org/wiki/Quantum_dot
Quantum dot display,https://en.wikipedia.org/wiki/Quantum_dot_display
Quantum dot laser,https://en.wikipedia.org/wiki/Quantum_dot_laser
Quantum radar,https://en.wikipedia.org/wiki/Quantum_radar
Qubit,https://en.wikipedia.org/wiki/Qubit
Quiet Supersonic Technology,https://en.wikipedia.org/wiki/Quiet_Supersonic_Technology
RF and microwave filter,https://en.wikipedia.org/wiki/RF_and_microwave_filter
RFID,https://en.wikipedia.org/wiki/RFID
RRAM,https://en.wikipedia.org/wiki/RRAM
Racetrack memory,https://en.wikipedia.org/wiki/Racetrack_memory
Radar-absorbent material,https://en.wikipedia.org/wiki/Radar-absorbent_material
Radio-frequency identification,https://en.wikipedia.org/wiki/Radio-frequency_identification
Railgun,https://en.wikipedia.org/wiki/Railgun
Ray-tracing hardware,https://en.wikipedia.org/wiki/Ray-tracing_hardware
ReWalk,https://en.wikipedia.org/wiki/ReWalk
Reaction Engines A2,https://en.wikipedia.org/wiki/Reaction_Engines_A2
Reconfigurable computing,https://en.wikipedia.org/wiki/Reconfigurable_computing
Regenerative braking,https://en.wikipedia.org/wiki/Regenerative_braking
Regenerative medicine,https://en.wikipedia.org/wiki/Regenerative_medicine
Renewable energy,https://en.wikipedia.org/wiki/Renewable_energy
Reolysin,https://en.wikipedia.org/wiki/Reolysin
Reproductive technology,https://en.wikipedia.org/wiki/Reproductive_technology#Same-sex_procreation
Reprogenetics,https://en.wikipedia.org/wiki/Reprogenetics
Research and development,https://en.wikipedia.org/wiki/Research_and_development
Resonant inductive coupling,https://en.wikipedia.org/wiki/Resonant_inductive_coupling
Retinal implant,https://en.wikipedia.org/wiki/Retinal_implant
Reusable launch vehicle,https://en.wikipedia.org/wiki/Reusable_launch_vehicle
Revival of the woolly mammoth,https://en.wikipedia.org/wiki/Revival_of_the_woolly_mammoth
Robot,https://en.wikipedia.org/wiki/Robot
Robotic surgery,https://en.wikipedia.org/wiki/Robotic_surgery
S2CID (identifier),https://en.wikipedia.org/wiki/S2CID_(identifier)
SMASH Handheld,https://en.wikipedia.org/wiki/SMASH_Handheld
SONOS,https://en.wikipedia.org/wiki/SONOS
Samsung Galaxy Fold,https://en.wikipedia.org/wiki/Samsung_Galaxy_Fold
Scalpel,https://en.wikipedia.org/wiki/Scalpel
Scooter-sharing system,https://en.wikipedia.org/wiki/Scooter-sharing_system
Screenless video,https://en.wikipedia.org/wiki/Screenless_video
Search and rescue,https://en.wikipedia.org/wiki/Search_and_rescue
Seawater greenhouse,https://en.wikipedia.org/wiki/Seawater_greenhouse
Self-checkout,https://en.wikipedia.org/wiki/Self-checkout
Self-driving car,https://en.wikipedia.org/wiki/Self-driving_car
Self-healing material,https://en.wikipedia.org/wiki/Self-healing_material
Self-reconfiguring modular robot,https://en.wikipedia.org/wiki/Self-reconfiguring_modular_robot
Semi-arid climate,https://en.wikipedia.org/wiki/Semi-arid_climate
Senolytics,https://en.wikipedia.org/wiki/Senolytics
Shanghai Maglev Train,https://en.wikipedia.org/wiki/Shanghai_Maglev_Train
Shaped charge,https://en.wikipedia.org/wiki/Shaped_charge
Shingled Magnetic Recording,https://en.wikipedia.org/wiki/Shingled_Magnetic_Recording
Shingled magnetic recording,https://en.wikipedia.org/wiki/Shingled_magnetic_recording
Signal processing,https://en.wikipedia.org/wiki/Signal_processing
Silicene,https://en.wikipedia.org/wiki/Silicene
Simulated reality,https://en.wikipedia.org/wiki/Simulated_reality
Skyhook (structure),https://en.wikipedia.org/wiki/Skyhook_(structure)
Skylon (spacecraft),https://en.wikipedia.org/wiki/Skylon_(spacecraft)
Skyrmion,https://en.wikipedia.org/wiki/Skyrmion
Smart Contract,https://en.wikipedia.org/wiki/Smart_Contract
Smart bullet,https://en.wikipedia.org/wiki/Smart_bullet
Smart cities,https://en.wikipedia.org/wiki/Smart_cities
Smart city,https://en.wikipedia.org/wiki/Smart_city
Smart grid,https://en.wikipedia.org/wiki/Smart_grid
Smart meter,https://en.wikipedia.org/wiki/Smart_meter
Smartstores,https://en.wikipedia.org/wiki/Smartstores
Smell-O-Vision,https://en.wikipedia.org/wiki/Smell-O-Vision
Software defined antenna,https://en.wikipedia.org/wiki/Software_defined_antenna
Software-defined radio,https://en.wikipedia.org/wiki/Software-defined_radio
Solar Millennium,https://en.wikipedia.org/wiki/Solar_Millennium
Solar cell,https://en.wikipedia.org/wiki/Solar_cell
Solid-state battery,https://en.wikipedia.org/wiki/Solid-state_battery
Solid-state transformer,https://en.wikipedia.org/wiki/Solid-state_transformer
Sora (text-to-video model),https://en.wikipedia.org/wiki/Sora_(text-to-video_model)
Space colonies,https://en.wikipedia.org/wiki/Space_colonies
Space colonization,https://en.wikipedia.org/wiki/Space_colonization
Space elevator,https://en.wikipedia.org/wiki/Space_elevator
Space fountain,https://en.wikipedia.org/wiki/Space_fountain
Space-based solar power,https://en.wikipedia.org/wiki/Space-based_solar_power
Spaceflight,https://en.wikipedia.org/wiki/Spaceflight
Spaceplane,https://en.wikipedia.org/wiki/Spaceplane
Species,https://en.wikipedia.org/wiki/Species
Specific strength,https://en.wikipedia.org/wiki/Specific_strength
Speech recognition,https://en.wikipedia.org/wiki/Speech_recognition
Spin gravity,https://en.wikipedia.org/wiki/Spin_gravity
Spintronics,https://en.wikipedia.org/wiki/Spintronics
Stable Diffusion,https://en.wikipedia.org/wiki/Stable_Diffusion
Stasis (fiction),https://en.wikipedia.org/wiki/Stasis_(fiction)
Stealth aircraft,https://en.wikipedia.org/wiki/Stealth_aircraft
Stealth technology,https://en.wikipedia.org/wiki/Stealth_technology
Stem cell,https://en.wikipedia.org/wiki/Stem_cell
Stem cell treatments,https://en.wikipedia.org/wiki/Stem_cell_treatments
Stent-electrode recording array,https://en.wikipedia.org/wiki/Stent-electrode_recording_array
Stereoscopy,https://en.wikipedia.org/wiki/Stereoscopy
Strategies for engineered negligible senescence,https://en.wikipedia.org/wiki/Strategies_for_engineered_negligible_senescence
StyleGAN,https://en.wikipedia.org/wiki/StyleGAN
Subvocal recognition,https://en.wikipedia.org/wiki/Subvocal_recognition
SuperSmart Grid,https://en.wikipedia.org/wiki/SuperSmart_Grid
Superalloy,https://en.wikipedia.org/wiki/Superalloy
Supercapacitor,https://en.wikipedia.org/wiki/Supercapacitor#Electrical_double-layer_capacitance
Superfluidity,https://en.wikipedia.org/wiki/Superfluidity
Superhuman,https://en.wikipedia.org/wiki/Superhuman
Surveillance,https://en.wikipedia.org/wiki/Surveillance
Suspended animation,https://en.wikipedia.org/wiki/Suspended_animation
Sustainable development,https://en.wikipedia.org/wiki/Sustainable_development
Sustainocene,https://en.wikipedia.org/wiki/Sustainocene
Swarm intelligence,https://en.wikipedia.org/wiki/Swarm_intelligence
Swarm robotics,https://en.wikipedia.org/wiki/Swarm_robotics
Swedish Transport Administration electric road program,https://en.wikipedia.org/wiki/Swedish_Transport_Administration_electric_road_program
Swept-volume display,https://en.wikipedia.org/wiki/Swept-volume_display
Synthetic biology,https://en.wikipedia.org/wiki/Synthetic_biology
Synthetic diamond,https://en.wikipedia.org/wiki/Synthetic_diamond
Synthetic genomics,https://en.wikipedia.org/wiki/Synthetic_genomics
Synthetic media,https://en.wikipedia.org/wiki/Synthetic_media
T-RAM,https://en.wikipedia.org/wiki/T-RAM
TDMR,https://en.wikipedia.org/wiki/TDMR
Talimogene laherparepvec,https://en.wikipedia.org/wiki/Talimogene_laherparepvec
Technological singularity,https://en.wikipedia.org/wiki/Technological_singularity
Technology readiness level,https://en.wikipedia.org/wiki/Technology_readiness_level
Telescoped ammunition,https://en.wikipedia.org/wiki/Telescoped_ammunition
Television,https://en.wikipedia.org/wiki/Television
Terraforming,https://en.wikipedia.org/wiki/Terraforming
Terrafugia Transition,https://en.wikipedia.org/wiki/Terrafugia_Transition
Tesla FSD,https://en.wikipedia.org/wiki/Tesla_FSD
The Times,https://en.wikipedia.org/wiki/The_Times
The Times of India,https://en.wikipedia.org/wiki/The_Times_of_India
Thermal copper pillar bump,https://en.wikipedia.org/wiki/Thermal_copper_pillar_bump
Thermal insulation,https://en.wikipedia.org/wiki/Thermal_insulation
Thermoelectric generator,https://en.wikipedia.org/wiki/Thermoelectric_generator
Thorium fuel cycle,https://en.wikipedia.org/wiki/Thorium_fuel_cycle
Three-dimensional integrated circuit,https://en.wikipedia.org/wiki/Three-dimensional_integrated_circuit
Time crystal,https://en.wikipedia.org/wiki/Time_crystal
Tissue engineering,https://en.wikipedia.org/wiki/Tissue_engineering
Tooth regeneration,https://en.wikipedia.org/wiki/Tooth_regeneration
TrackingPoint,https://en.wikipedia.org/wiki/TrackingPoint
Transhumanism,https://en.wikipedia.org/wiki/Transhumanism
Transistor,https://en.wikipedia.org/wiki/Transistor
Translucent concrete,https://en.wikipedia.org/wiki/Translucent_concrete
Transport in France,https://en.wikipedia.org/wiki/Transport_in_France#Electric_roads
Transrapid,https://en.wikipedia.org/wiki/Transrapid
Tricorder,https://en.wikipedia.org/wiki/Tricorder
Tweel,https://en.wikipedia.org/wiki/Tweel
Twistronics,https://en.wikipedia.org/wiki/Twistronics
ULTra,https://en.wikipedia.org/wiki/ULTra
Uncrewed vehicle,https://en.wikipedia.org/wiki/Uncrewed_vehicle
Universal Software Radio Peripheral,https://en.wikipedia.org/wiki/Universal_Software_Radio_Peripheral
Unmanned aerial vehicle,https://en.wikipedia.org/wiki/Unmanned_aerial_vehicle
Unmanned combat air vehicle,https://en.wikipedia.org/wiki/Unmanned_combat_air_vehicle
Unmanned ground vehicle,https://en.wikipedia.org/wiki/Unmanned_ground_vehicle
Unmanned space vehicle,https://en.wikipedia.org/wiki/Unmanned_space_vehicle
Unmanned surface vehicle,https://en.wikipedia.org/wiki/Unmanned_surface_vehicle
Unmanned underwater vehicle,https://en.wikipedia.org/wiki/Unmanned_underwater_vehicle
Urban Aeronautics X-Hawk,https://en.wikipedia.org/wiki/Urban_Aeronautics_X-Hawk
Vactrain,https://en.wikipedia.org/wiki/Vactrain
Vehicular communication systems,https://en.wikipedia.org/wiki/Vehicular_communication_systems
Vertical farming,https://en.wikipedia.org/wiki/Vertical_farming
Virotherapy,https://en.wikipedia.org/wiki/Virotherapy
Virtual reality,https://en.wikipedia.org/wiki/Virtual_reality
Virtual retinal display,https://en.wikipedia.org/wiki/Virtual_retinal_display
Virtusphere,https://en.wikipedia.org/wiki/Virtusphere
Visual impairment,https://en.wikipedia.org/wiki/Visual_impairment
Visual prosthesis,https://en.wikipedia.org/wiki/Visual_prosthesis
Vitrification,https://en.wikipedia.org/wiki/Vitrification
Volumetric display,https://en.wikipedia.org/wiki/Volumetric_display
Vortex engine,https://en.wikipedia.org/wiki/Vortex_engine
Warship,https://en.wikipedia.org/wiki/Warship
Wastewater,https://en.wikipedia.org/wiki/Wastewater
Wayback Machine,https://en.wikipedia.org/wiki/Wayback_Machine
Waymo,https://en.wikipedia.org/wiki/Waymo
Wearable technology,https://en.wikipedia.org/wiki/Wearable_technology
Web3,https://en.wikipedia.org/wiki/Web3
Wendelstein 7-X,https://en.wikipedia.org/wiki/Wendelstein_7-X
Wetware computer,https://en.wikipedia.org/wiki/Wetware_computer
WiTricity,https://en.wikipedia.org/wiki/WiTricity
Wind power,https://en.wikipedia.org/wiki/Wind_power
Wire,https://en.wikipedia.org/wiki/Wire
Wireless energy transfer,https://en.wikipedia.org/wiki/Wireless_energy_transfer
Wireless mesh network,https://en.wikipedia.org/wiki/Wireless_mesh_network
X-53 Active Aeroelastic Wing,https://en.wikipedia.org/wiki/X-53_Active_Aeroelastic_Wing
Yamato 1,https://en.wikipedia.org/wiki/Yamato_1
Zero-energy building,https://en.wikipedia.org/wiki/Zero-energy_building
